catdog,16,10,16,0,0.8859333,8.8
catdog,16,10,512,0,27.840353,23.9
catdog,16,10,64,0,3.2010088,4.7
catdog,16,20,16,0,0.63846993,8.6
catdog,16,20,512,0,20.549795,16.8
catdog,16,20,64,0,2.312263,3.8
catdog,16,30,16,0,0.5158625,8.5
catdog,16,30,512,0,17.639124,13.7
catdog,16,30,64,0,1.8705711,3.4
catdog,16,50,16,0,0.44930387,8.1
catdog,16,50,512,0,15.609089,11.8
catdog,16,50,64,0,1.6069683,3.0
catdog,16,70,16,0,0.4117115,8.0
catdog,16,70,512,0,14.945327,11.1
catdog,16,70,64,0,1.4717706,3.3
catdog,2,10,16,0,0.8816092,2.8
catdog,2,10,1,0,0.15068541,12.0
catdog,2,10,512,0,27.479204,23.6
catdog,2,10,64,0,3.1688883,4.5
catdog,2,20,16,0,0.63917494,2.1
catdog,2,20,1,0,0.14540984,11.8
catdog,2,20,512,0,20.855833,16.9
catdog,2,20,64,0,2.3004997,3.1
catdog,2,30,16,0,0.51598465,2.7
catdog,2,30,1,0,0.139639,11.9
catdog,2,30,512,0,17.1885,13.4
catdog,2,30,64,0,1.8278527,3.3
catdog,2,50,16,0,0.44661576,2.6
catdog,2,50,1,0,0.13715006,11.7
catdog,2,50,512,0,15.482206,11.7
catdog,2,50,64,0,1.6342278,3.2
catdog,2,70,16,0,0.43799502,2.6
catdog,2,70,1,0,0.13694641,12.6
catdog,2,70,512,0,14.893434,10.8
catdog,2,70,64,0,1.4716759,3.2
catdog,4,10,16,0,0.88701695,9.2
catdog,4,10,512,0,27.714651,23.8
catdog,4,10,64,0,3.2196767,4.7
catdog,4,20,16,0,0.64166486,9.6
catdog,4,20,512,0,20.589691,16.2
catdog,4,20,64,0,2.2832162,3.1
catdog,4,30,16,0,0.51670176,9.0
catdog,4,30,512,0,17.635712,13.7
catdog,4,30,64,0,1.8329048,3.4
catdog,4,50,16,0,0.4494986,8.5
catdog,4,50,512,0,15.708079,11.8
catdog,4,50,64,0,1.6450931,3.4
catdog,4,70,16,0,0.41444927,10.3
catdog,4,70,512,0,14.843135,11.0
catdog,4,70,64,0,1.4758888,3.2
catdog,8,10,16,0,0.87899315,8.6
catdog,8,10,512,0,27.820095,23.8
catdog,8,10,64,0,3.1932428,4.6
catdog,8,20,16,0,0.64170647,8.7
catdog,8,20,512,0,21.023106,17.1
catdog,8,20,64,0,2.3160326,3.9
catdog,8,30,16,0,0.518436,8.8
catdog,8,30,512,0,17.690197,13.8
catdog,8,30,64,0,1.8770709,2.9
catdog,8,50,16,0,0.44675735,9.1
catdog,8,50,512,0,15.671425,11.9
catdog,8,50,64,0,1.628002,3.4
catdog,8,70,16,0,0.4363832,8.6
catdog,8,70,512,0,14.751884,11.0
catdog,8,70,64,0,1.4828503,3.3