ssd,16,10,16,0,24.704206,6.9
ssd,16,20,16,0,27.20099,4.9
ssd,16,30,16,0,26.35589,6.2
ssd,16,50,16,0,30.248257,3.3
ssd,16,70,16,0,24.54732,1.6
ssd,2,10,16,0,25.268234,9.6
ssd,2,10,1,0,8.531191,90.9
ssd,2,10,4,0,12.4458275,9.2
ssd,2,10,8,0,15.517573,7.3
ssd,2,20,16,0,25.781328,11.4
ssd,2,20,1,0,8.878348,92.2
ssd,2,20,4,0,12.020719,14.1
ssd,2,20,8,0,16.036882,11.0
ssd,2,30,16,0,24.499054,13.8
ssd,2,30,1,0,8.781772,88.6
ssd,2,30,4,0,12.223103,10.8
ssd,2,30,8,0,16.603447,7.9
ssd,2,50,16,0,24.497644,16.7
ssd,2,50,1,0,8.565468,87.7
ssd,2,50,4,0,12.783983,11.4
ssd,2,50,8,0,15.615404,9.8
ssd,2,70,16,0,25.750484,9.9
ssd,2,70,1,0,8.699647,90.6
ssd,2,70,4,0,12.547467,12.5
ssd,2,70,8,0,15.981937,11.9
ssd,4,10,16,0,24.11166,3.8
ssd,4,10,4,0,12.112007,16.6
ssd,4,10,8,0,15.676167,14.7
ssd,4,20,16,0,25.348309,3.7
ssd,4,20,4,0,12.253554,5.1
ssd,4,20,8,0,16.397291,3.6
ssd,4,30,16,0,25.468122,7.7
ssd,4,30,4,0,11.94766,6.6
ssd,4,30,8,0,16.067425,3.1
ssd,4,50,16,0,24.594122,4.2
ssd,4,50,4,0,12.170098,10.8
ssd,4,50,8,0,16.097637,3.0
ssd,4,70,16,0,24.925743,3.1
ssd,4,70,4,0,11.870105,12.9
ssd,4,70,8,0,16.25272,4.2
ssd,8,10,16,0,24.39847,1.8
ssd,8,10,8,0,16.585276,3.8
ssd,8,20,16,0,24.956549,2.8
ssd,8,20,8,0,17.164394,5.3
ssd,8,30,16,0,23.913822,3.2
ssd,8,30,8,0,16.98553,5.1
ssd,8,50,16,0,24.860676,2.2
ssd,8,50,8,0,16.14208,2.5
ssd,8,70,16,0,24.845045,3.2
ssd,8,70,8,0,16.857489,2.3