1,5,1,2,128,0,0,128,5,5,0,1,1,0,,7967,16095,3219,6438,412032,0,0,412032
0,5,1,2,128,0,0,128,5,5,0,0,0,0,,,,,,,,,
0,5,1,2,128,0,0,128,5,5,0,0,0,0,,,,,,,,,
8,10,2,4,256,0,0,256,10,10,0,8,8,0,,,,,,,,,
8,10,2,4,256,0,0,256,10,10,0,8,8,0,,,,,,,,,
8,10,2,4,256,0,0,256,10,10,0,8,8,0,,,,,,,,,
8,10,2,4,256,0,0,256,10,10,0,8,8,0,,,,,,,,,
8,10,2,4,256,0,0,256,10,10,0,8,8,0,,,,,,,,,
8,10,2,4,256,0,0,256,10,10,0,8,8,0,,,,,,,,,
8,10,2,4,256,0,0,256,10,10,0,8,8,0,,,,,,,,,
8,10,2,4,256,0,0,256,10,10,0,8,8,0,,,,,,,,,
8,10,2,4,256,0,0,256,10,10,0,8,8,0,,,,,,,,,
8,10,2,4,256,0,0,256,10,10,0,8,8,0,,,,,,,,,
8,10,2,4,256,0,0,256,10,10,0,8,8,0,,,,,,,,,
8,10,2,4,256,0,0,256,10,10,0,8,8,0,,,,,,,,,
8,10,2,4,256,0,0,256,10,10,0,8,8,0,,,,,,,,,
8,10,2,4,256,0,0,256,10,10,0,8,8,0,,,,,,,,,
8,10,2,4,256,0,0,256,10,10,0,8,8,0,,,,,,,,,
7,10,2,4,256,0,0,256,10,10,0,8,8,0,,,,,,,,,
7,10,2,4,256,0,0,256,10,10,0,8,8,0,,,,,,,,,
7,10,2,4,256,0,0,256,10,10,0,8,8,0,,,,,,,,,
7,10,2,4,256,0,0,256,10,10,0,8,8,0,,,,,,,,,
7,10,2,4,256,0,0,256,10,10,0,8,8,0,,,,,,,,,
7,10,2,4,256,0,0,256,10,10,0,8,8,0,,,,,,,,,
8,10,2,4,256,0,0,256,10,10,0,8,8,0,,,,,,,,,
8,10,2,4,256,0,0,256,10,10,0,8,8,0,,,,,,,,,
8,10,2,4,256,0,0,256,10,10,0,8,8,0,,,,,,,,,
8,10,2,4,256,0,0,256,10,10,0,8,8,0,,,,,,,,,
8,10,2,4,256,0,0,256,10,10,0,8,8,0,,,,,,,,,
8,10,2,4,256,0,0,256,10,10,0,8,8,0,,,,,,,,,
8,10,2,4,256,0,0,256,10,10,0,0,0,0,,,,,,,,,
0,10,2,4,256,0,0,256,10,10,0,0,0,0,,,,,,,,,
0,10,2,4,256,0,0,256,10,10,0,0,0,0,,,,,,,,,
0,10,2,4,256,0,0,256,10,10,0,0,0,0,,,,,,,,,
0,10,2,4,256,0,0,256,10,10,0,0,0,0,,,,,,,,,
0,10,2,4,256,0,0,256,10,10,0,0,0,0,,,,,,,,,
1,5,1,2,128,0,0,128,5,5,0,1,1,0,,,,,,,,,
1,5,1,2,128,0,0,128,5,5,0,1,1,0,,,,,,,,,
1,5,1,2,128,0,0,128,5,5,0,1,1,0,,,,,,,,,
1,5,1,2,128,0,0,128,5,5,0,0,0,0,,,,,,,,,
0,5,1,2,128,0,0,128,5,5,0,0,0,0,,,,,,,,,
0,5,1,2,128,0,0,128,5,5,0,0,0,0,,,,,,,,,
0,5,1,2,128,0,0,128,5,5,0,0,0,0,,,,,,,,,
0,5,1,2,128,0,0,128,5,5,0,0,0,0,,,,,,,,,
0,5,1,2,128,0,0,128,5,5,0,0,0,0,,,,,,,,,
2,5,1,2,128,0,0,128,5,5,0,2,2,0,,,,,,,,,
2,5,1,2,128,0,0,128,5,5,0,2,2,0,,,,,,,,,
2,5,1,2,128,0,0,128,5,5,0,2,2,0,,,,,,,,,
2,5,1,2,128,0,0,128,5,5,0,2,2,0,,,,,,,,,
1,5,1,2,128,0,0,128,5,5,0,1,1,0,,,,,,,,,
1,5,1,2,128,0,0,128,5,5,0,1,1,0,,,,,,,,,
1,5,1,2,128,0,0,128,5,5,0,1,1,0,,,,,,,,,
1,5,1,2,128,0,0,128,5,5,0,1,1,0,,,,,,,,,
1,5,1,2,128,0,0,128,5,5,0,1,1,0,,,,,,,,,
1,5,1,2,128,0,0,128,5,5,0,1,1,0,,,,,,,,,
1,5,1,2,128,0,0,128,5,5,0,0,0,0,,,,,,,,,
0,5,1,2,128,0,0,128,5,5,0,0,0,0,,,,,,,,,
0,5,1,2,128,0,0,128,5,5,0,0,0,0,,,,,,,,,
0,5,1,2,128,0,0,128,5,5,0,0,0,0,,,,,,,,,
0,5,1,2,128,0,0,128,5,5,0,0,0,0,,,,,,,,,
1,5,1,2,128,0,0,128,5,5,0,1,1,0,,,,,,,,,
1,5,1,2,128,0,0,128,5,5,0,1,1,0,,,,,,,,,
1,5,1,2,128,0,0,128,5,5,0,1,1,0,,,,,,,,,
1,5,1,2,128,0,0,128,5,5,0,1,1,0,,,,,,,,,
1,5,1,2,128,0,0,128,5,5,0,1,1,0,,,,,,,,,
1,5,1,2,128,0,0,128,5,5,0,1,1,0,,,,,,,,,
1,5,1,2,128,0,0,128,5,5,0,1,1,0,,,,,,,,,
1,5,1,2,128,0,0,128,5,5,0,1,1,0,,,,,,,,,
1,5,1,2,128,0,0,128,5,5,0,1,1,0,,,,,,,,,
1,5,1,2,128,0,0,128,5,5,0,1,1,0,,,,,,,,,
12,5,1,2,128,0,0,128,5,5,0,5,5,0,,,,,,,,,
12,5,1,2,128,0,0,128,5,5,0,5,5,0,,,,,,,,,
12,15,3,6,384,0,0,384,15,15,0,12,12,0,,,,,,,,,
12,15,3,6,384,0,0,384,15,15,0,12,12,0,,,,,,,,,
12,15,3,6,384,0,0,384,15,15,0,12,12,0,,,,,,,,,
12,15,3,6,384,0,0,384,15,15,0,12,12,0,,,,,,,,,
4,15,3,6,384,0,0,384,15,15,0,4,4,0,,,,,,,,,
4,15,3,6,384,0,0,384,15,15,0,4,4,0,,,,,,,,,
4,15,3,6,384,0,0,384,15,15,0,4,4,0,,,,,,,,,
4,15,3,6,384,0,0,384,15,15,0,4,4,0,,,,,,,,,
4,15,3,6,384,0,0,384,15,15,0,4,4,0,,,,,,,,,
4,5,1,2,128,0,0,128,5,5,0,4,4,0,,,,,,,,,
4,5,1,2,128,0,0,128,5,5,0,0,0,0,,,,,,,,,
0,5,1,2,128,0,0,128,5,5,0,0,0,0,,,,,,,,,
0,5,1,2,128,0,0,128,5,5,0,0,0,0,,,,,,,,,
0,5,1,2,128,0,0,128,5,5,0,0,0,0,,,,,,,,,
0,5,1,2,128,0,0,128,5,5,0,0,0,0,,,,,,,,,
7,10,2,4,256,0,0,256,10,10,0,8,8,0,,,,,,,,,
7,10,2,4,256,0,0,256,10,10,0,8,8,0,,,,,,,,,
7,10,2,4,256,0,0,256,10,10,0,8,8,0,,,,,,,,,
7,10,2,4,256,0,0,256,10,10,0,8,8,0,,,,,,,,,
7,10,2,4,256,0,0,256,10,10,0,0,0,0,,,,,,,,,
0,10,2,4,256,0,0,256,10,10,0,0,0,0,,,,,,,,,
0,10,2,4,256,0,0,256,10,10,0,0,0,0,,,,,,,,,
0,10,2,4,256,0,0,256,10,10,0,0,0,0,,,,,,,,,
0,10,2,4,256,0,0,256,10,10,0,0,0,0,,,,,,,,,
1,5,1,2,128,0,0,128,5,5,0,1,1,0,,,,,,,,,
1,5,1,2,128,0,0,128,5,5,0,1,1,0,,,,,,,,,
1,5,1,2,128,0,0,128,5,5,0,1,1,0,,,,,,,,,
1,5,1,2,128,0,0,128,5,5,0,1,1,0,,,,,,,,,
1,5,1,2,128,0,0,128,5,5,0,0,0,0,,,,,,,,,
0,5,1,2,128,0,0,128,5,5,0,0,0,0,,,,,,,,,
0,5,1,2,128,0,0,128,5,5,0,0,0,0,,,,,,,,,
0,5,1,2,128,0,0,128,5,5,0,0,0,0,,,,,,,,,
0,5,1,2,128,0,0,128,5,5,0,0,0,0,,,,,,,,,
4,5,1,2,128,0,0,128,5,5,0,4,4,0,,,,,,,,,
4,5,1,2,128,0,0,128,5,5,0,4,4,0,,,,,,,,,
4,5,1,2,128,0,0,128,5,5,0,4,4,0,,,,,,,,,
4,5,1,2,128,0,0,128,5,5,0,4,4,0,,,,,,,,,
2,5,1,2,128,0,0,128,5,5,0,2,2,0,,,,,,,,,
2,5,1,2,128,0,0,128,5,5,0,2,2,0,,,,,,,,,
2,5,1,2,128,0,0,128,5,5,0,2,2,0,,,,,,,,,
2,5,1,2,128,0,0,128,5,5,0,2,2,0,,,,,,,,,
2,5,1,2,128,0,0,128,5,5,0,2,2,0,,,,,,,,,
2,5,1,2,128,0,0,128,5,5,0,2,2,0,,,,,,,,,
2,5,1,2,128,0,0,128,5,5,0,0,0,0,,,,,,,,,
0,5,1,2,128,0,0,128,5,5,0,0,0,0,,,,,,,,,
0,5,1,2,128,0,0,128,5,5,0,0,0,0,,,,,,,,,
0,5,1,2,128,0,0,128,5,5,0,0,0,0,,,,,,,,,
0,5,1,2,128,0,0,128,5,5,0,0,0,0,,,,,,,,,
6,10,2,4,256,0,0,256,10,10,0,6,6,0,,,,,,,,,
6,10,2,4,256,0,0,256,10,10,0,6,6,0,,,,,,,,,
6,10,2,4,256,0,0,256,10,10,0,6,6,0,,,,,,,,,
6,10,2,4,256,0,0,256,10,10,0,0,0,0,,,,,,,,,
0,10,2,4,256,0,0,256,10,10,0,0,0,0,,,,,,,,,
0,10,2,4,256,0,0,256,10,10,0,0,0,0,,,,,,,,,
0,10,2,4,256,0,0,256,10,10,0,0,0,0,,,,,,,,,
0,10,2,4,256,0,0,256,10,10,0,0,0,0,,,,,,,,,
0,10,2,4,256,0,0,256,10,10,0,0,0,0,,,,,,,,,
1,5,1,2,128,0,0,128,5,5,0,1,1,0,,,,,,,,,
1,5,1,2,128,0,0,128,5,5,0,1,1,0,,,,,,,,,
1,5,1,2,128,0,0,128,5,5,0,1,1,0,,,,,,,,,
1,5,1,2,128,0,0,128,5,5,0,0,0,0,,,,,,,,,
0,5,1,2,128,0,0,128,5,5,0,0,0,0,,,,,,,,,
0,5,1,2,128,0,0,128,5,5,0,0,0,0,,,,,,,,,
0,5,1,2,128,0,0,128,5,5,0,0,0,0,,,,,,,,,
0,5,1,2,128,0,0,128,5,5,0,0,0,0,,,,,,,,,
0,5,1,2,128,0,0,128,5,5,0,0,0,0,,,,,,,,,
3,5,1,2,128,0,0,128,5,5,0,3,3,0,,,,,,,,,
3,5,1,2,128,0,0,128,5,5,0,3,3,0,,,,,,,,,
3,5,1,2,128,0,0,128,5,5,0,3,3,0,,,,,,,,,
3,5,1,2,128,0,0,128,5,5,0,3,3,0,,,,,,,,,
3,5,1,2,128,0,0,128,5,5,0,0,0,0,,,,,,,,,
0,5,1,2,128,0,0,128,5,5,0,0,0,0,,,,,,,,,
0,5,1,2,128,0,0,128,5,5,0,0,0,0,,,,,,,,,
0,5,1,2,128,0,0,128,5,5,0,0,0,0,,,,,,,,,
0,5,1,2,128,0,0,128,5,5,0,0,0,0,,,,,,,,,
12,15,3,6,384,0,0,384,15,15,0,12,12,0,,,,,,,,,
12,15,3,6,384,0,0,384,15,15,0,12,12,0,,,,,,,,,
12,15,3,6,384,0,0,384,15,15,0,12,12,0,,,,,,,,,
12,15,3,6,384,0,0,384,15,15,0,12,12,0,,,,,,,,,
10,15,3,6,384,0,0,384,15,15,0,10,10,0,,,,,,,,,
10,15,3,6,384,0,0,384,15,15,0,10,10,0,,,,,,,,,
10,15,3,6,384,0,0,384,15,15,0,10,10,0,,,,,,,,,
10,15,3,6,384,0,0,384,15,15,0,10,10,0,,,,,,,,,
10,15,3,6,384,0,0,384,15,15,0,10,10,0,,,,,,,,,
10,10,2,4,256,0,0,256,10,10,0,10,10,0,,,,,,,,,
1,10,2,4,256,0,0,256,10,10,0,1,1,0,,,,,,,,,
1,10,2,4,256,0,0,256,10,10,0,1,1,0,,,,,,,,,
1,10,2,4,256,0,0,256,10,10,0,1,1,0,,,,,,,,,
1,10,2,4,256,0,0,256,10,10,0,1,1,0,,,,,,,,,
1,10,2,4,256,0,0,256,10,10,0,1,1,0,,,,,,,,,
1,5,1,2,128,0,0,128,5,5,0,1,1,0,,,,,,,,,
13,5,1,2,128,0,0,128,5,5,0,5,5,0,,,,,,,,,
13,5,1,2,128,0,0,128,5,5,0,5,5,0,,,,,,,,,
13,15,3,6,384,0,0,384,15,15,0,15,15,0,,,,,,,,,
13,15,3,6,384,0,0,384,15,15,0,15,15,0,,,,,,,,,
13,15,3,6,384,0,0,384,15,15,0,15,15,0,,,,,,,,,
13,15,3,6,384,0,0,384,15,15,0,15,15,0,,,,,,,,,
2,15,3,6,384,0,0,384,15,15,0,2,2,0,,,,,,,,,
2,15,3,6,384,0,0,384,15,15,0,2,2,0,,,,,,,,,
2,15,3,6,384,0,0,384,15,15,0,2,2,0,,,,,,,,,
2,15,3,6,384,0,0,384,15,15,0,2,2,0,,,,,,,,,
2,15,3,6,384,0,0,384,15,15,0,2,2,0,,,,,,,,,
2,5,1,2,128,0,0,128,5,5,0,2,2,0,,,,,,,,,
2,5,1,2,128,0,0,128,5,5,0,0,0,0,,,,,,,,,
0,5,1,2,128,0,0,128,5,5,0,0,0,0,,,,,,,,,
0,5,1,2,128,0,0,128,5,5,0,0,0,0,,,,,,,,,
0,5,1,2,128,0,0,128,5,5,0,0,0,0,,,,,,,,,
0,5,1,2,128,0,0,128,5,5,0,0,0,0,,,,,,,,,
1,5,1,2,128,0,0,128,5,5,0,1,1,0,,,,,,,,,
1,5,1,2,128,0,0,128,5,5,0,1,1,0,,,,,,,,,
1,5,1,2,128,0,0,128,5,5,0,1,1,0,,,,,,,,,
1,5,1,2,128,0,0,128,5,5,0,1,1,0,,,,,,,,,
1,5,1,2,128,0,0,128,5,5,0,0,0,0,,,,,,,,,
0,5,1,2,128,0,0,128,5,5,0,0,0,0,,,,,,,,,
0,5,1,2,128,0,0,128,5,5,0,0,0,0,,,,,,,,,
0,5,1,2,128,0,0,128,5,5,0,0,0,0,,,,,,,,,
0,5,1,2,128,0,0,128,5,5,0,0,0,0,,,,,,,,,
2,5,1,2,128,0,0,128,5,5,0,2,2,0,,,,,,,,,
2,5,1,2,128,0,0,128,5,5,0,2,2,0,,,,,,,,,
2,5,1,2,128,0,0,128,5,5,0,2,2,0,,,,,,,,,
2,5,1,2,128,0,0,128,5,5,0,2,2,0,,,,,,,,,
9,5,1,2,128,0,0,128,5,5,0,5,5,0,,,,,,,,,
9,5,1,2,128,0,0,128,5,5,0,5,5,0,,,,,,,,,
9,10,2,4,256,0,0,256,10,10,0,10,10,0,,,,,,,,,
9,10,2,4,256,0,0,256,10,10,0,10,10,0,,,,,,,,,
9,10,2,4,256,0,0,256,10,10,0,10,10,0,,,,,,,,,
9,10,2,4,256,0,0,256,10,10,0,10,10,0,,,,,,,,,
1,10,2,4,256,0,0,256,10,10,0,1,1,0,,,,,,,,,
1,10,2,4,256,0,0,256,10,10,0,1,1,0,,,,,,,,,
1,10,2,4,256,0,0,256,10,10,0,1,1,0,,,,,,,,,
1,10,2,4,256,0,0,256,10,10,0,1,1,0,,,,,,,,,
1,10,2,4,256,0,0,256,10,10,0,1,1,0,,,,,,,,,
1,5,1,2,128,0,0,128,5,5,0,1,1,0,,,,,,,,,
9,5,1,2,128,0,0,128,5,5,0,5,5,0,,,,,,,,,
9,5,1,2,128,0,0,128,5,5,0,5,5,0,,,,,,,,,
9,10,2,4,256,0,0,256,10,10,0,10,10,0,,,,,,,,,
9,10,2,4,256,0,0,256,10,10,0,10,10,0,,,,,,,,,
9,10,2,4,256,0,0,256,10,10,0,10,10,0,,,,,,,,,
9,10,2,4,256,0,0,256,10,10,0,10,10,0,,,,,,,,,
7,10,2,4,256,0,0,256,10,10,0,8,8,0,,,,,,,,,
7,10,2,4,256,0,0,256,10,10,0,8,8,0,,,,,,,,,
7,10,2,4,256,0,0,256,10,10,0,8,8,0,,,,,,,,,
7,10,2,4,256,0,0,256,10,10,0,8,8,0,,,,,,,,,
7,10,2,4,256,0,0,256,10,10,0,8,8,0,,,,,,,,,
7,10,2,4,256,0,0,256,10,10,0,8,8,0,,,,,,,,,
4,10,2,4,256,0,0,256,10,10,0,4,4,0,,,,,,,,,
4,10,2,4,256,0,0,256,10,10,0,4,4,0,,,,,,,,,
4,10,2,4,256,0,0,256,10,10,0,4,4,0,,,,,,,,,
4,10,2,4,256,0,0,256,10,10,0,4,4,0,,,,,,,,,
4,10,2,4,256,0,0,256,10,10,0,4,4,0,,,,,,,,,
4,5,1,2,128,0,0,128,5,5,0,4,4,0,,,,,,,,,
4,5,1,2,128,0,0,128,5,5,0,0,0,0,,,,,,,,,
0,5,1,2,128,0,0,128,5,5,0,0,0,0,,,,,,,,,
0,5,1,2,128,0,0,128,5,5,0,0,0,0,,,,,,,,,
0,5,1,2,128,0,0,128,5,5,0,0,0,0,,,,,,,,,
0,5,1,2,128,0,0,128,5,5,0,0,0,0,,,,,,,,,
2,5,1,2,128,0,0,128,5,5,0,2,2,0,,,,,,,,,
2,5,1,2,128,0,0,128,5,5,0,2,2,0,,,,,,,,,
2,5,1,2,128,0,0,128,5,5,0,2,2,0,,,,,,,,,
2,5,1,2,128,0,0,128,5,5,0,2,2,0,,,,,,,,,
2,5,1,2,128,0,0,128,5,5,0,0,0,0,,,,,,,,,
0,5,1,2,128,0,0,128,5,5,0,0,0,0,,,,,,,,,
0,5,1,2,128,0,0,128,5,5,0,0,0,0,,,,,,,,,
0,5,1,2,128,0,0,128,5,5,0,0,0,0,,,,,,,,,
0,5,1,2,128,0,0,128,5,5,0,0,0,0,,,,,,,,,
6,10,2,4,256,0,0,256,10,10,0,6,6,0,,,,,,,,,
6,10,2,4,256,0,0,256,10,10,0,6,6,0,,,,,,,,,
6,10,2,4,256,0,0,256,10,10,0,6,6,0,,,,,,,,,
10,10,2,4,256,0,0,256,10,10,0,10,10,0,,,,,,,,,
10,10,2,4,256,0,0,256,10,10,0,10,10,0,,,,,,,,,
10,10,2,4,256,0,0,256,10,10,0,10,10,0,,,,,,,,,
10,10,2,4,256,0,0,256,10,10,0,10,10,0,,,,,,,,,
10,10,2,4,256,0,0,256,10,10,0,10,10,0,,,,,,,,,
10,10,2,4,256,0,0,256,10,10,0,10,10,0,,,,,,,,,
2,10,2,4,256,0,0,256,10,10,0,2,2,0,,,,,,,,,
2,10,2,4,256,0,0,256,10,10,0,2,2,0,,,,,,,,,
2,10,2,4,256,0,0,256,10,10,0,2,2,0,,,,,,,,,
2,10,2,4,256,0,0,256,10,10,0,2,2,0,,,,,,,,,
2,10,2,4,256,0,0,256,10,10,0,2,2,0,,,,,,,,,
2,10,2,4,256,0,0,256,10,10,0,2,2,0,,,,,,,,,
2,5,1,2,128,0,0,128,5,5,0,0,0,0,,,,,,,,,
0,5,1,2,128,0,0,128,5,5,0,0,0,0,,,,,,,,,
0,5,1,2,128,0,0,128,5,5,0,0,0,0,,,,,,,,,
0,5,1,2,128,0,0,128,5,5,0,0,0,0,,,,,,,,,
0,5,1,2,128,0,0,128,5,5,0,0,0,0,,,,,,,,,
0,5,1,2,128,0,0,128,5,5,0,0,0,0,,,,,,,,,
7,10,2,4,256,0,0,256,10,10,0,8,8,0,,,,,,,,,
7,10,2,4,256,0,0,256,10,10,0,8,8,0,,,,,,,,,
7,10,2,4,256,0,0,256,10,10,0,8,8,0,,,,,,,,,
2,10,2,4,256,0,0,256,10,10,0,2,2,0,,,,,,,,,
2,10,2,4,256,0,0,256,10,10,0,2,2,0,,,,,,,,,
2,10,2,4,256,0,0,256,10,10,0,2,2,0,,,,,,,,,
2,10,2,4,256,0,0,256,10,10,0,2,2,0,,,,,,,,,
2,10,2,4,256,0,0,256,10,10,0,2,2,0,,,,,,,,,
2,10,2,4,256,0,0,256,10,10,0,2,2,0,,,,,,,,,
2,5,1,2,128,0,0,128,5,5,0,0,0,0,,,,,,,,,
0,5,1,2,128,0,0,128,5,5,0,0,0,0,,,,,,,,,
0,5,1,2,128,0,0,128,5,5,0,0,0,0,,,,,,,,,
0,5,1,2,128,0,0,128,5,5,0,0,0,0,,,,,,,,,
0,5,1,2,128,0,0,128,5,5,0,0,0,0,,,,,,,,,
0,5,1,2,128,0,0,128,5,5,0,0,0,0,,,,,,,,,
2,5,1,2,128,0,0,128,5,5,0,2,2,0,,,,,,,,,
2,5,1,2,128,0,0,128,5,5,0,2,2,0,,,,,,,,,
2,5,1,2,128,0,0,128,5,5,0,2,2,0,,,,,,,,,
2,5,1,2,128,0,0,128,5,5,0,0,0,0,,,,,,,,,
0,5,1,2,128,0,0,128,5,5,0,0,0,0,,,,,,,,,
0,5,1,2,128,0,0,128,5,5,0,0,0,0,,,,,,,,,
0,5,1,2,128,0,0,128,5,5,0,0,0,0,,,,,,,,,
0,5,1,2,128,0,0,128,5,5,0,0,0,0,,,,,,,,,
0,5,1,2,128,0,0,128,5,5,0,0,0,0,,,,,,,,,
2,5,1,2,128,0,0,128,5,5,0,2,2,0,,,,,,,,,
2,5,1,2,128,0,0,128,5,5,0,2,2,0,,,,,,,,,
2,5,1,2,128,0,0,128,5,5,0,2,2,0,,,,,,,,,
2,5,1,2,128,0,0,128,5,5,0,0,0,0,,,,,,,,,
0,5,1,2,128,0,0,128,5,5,0,0,0,0,,,,,,,,,
0,5,1,2,128,0,0,128,5,5,0,0,0,0,,,,,,,,,
0,5,1,2,128,0,0,128,5,5,0,0,0,0,,,,,,,,,
0,5,1,2,128,0,0,128,5,5,0,0,0,0,,,,,,,,,
0,5,1,2,128,0,0,128,5,5,0,0,0,0,,,,,,,,,
1,5,1,2,128,0,0,128,5,5,0,1,1,0,,,,,,,,,
1,5,1,2,128,0,0,128,5,5,0,1,1,0,,,,,,,,,
1,5,1,2,128,0,0,128,5,5,0,1,1,0,,,,,,,,,
2,5,1,2,128,0,0,128,5,5,0,2,2,0,,,,,,,,,
2,5,1,2,128,0,0,128,5,5,0,2,2,0,,,,,,,,,
2,5,1,2,128,0,0,128,5,5,0,2,2,0,,,,,,,,,
2,5,1,2,128,0,0,128,5,5,0,2,2,0,,,,,,,,,
2,5,1,2,128,0,0,128,5,5,0,2,2,0,,,,,,,,,
2,5,1,2,128,0,0,128,5,5,0,2,2,0,,,,,,,,,
2,5,1,2,128,0,0,128,5,5,0,0,0,0,,,,,,,,,
0,5,1,2,128,0,0,128,5,5,0,0,0,0,,,,,,,,,
0,5,1,2,128,0,0,128,5,5,0,0,0,0,,,,,,,,,
0,5,1,2,128,0,0,128,5,5,0,0,0,0,,,,,,,,,
0,5,1,2,128,0,0,128,5,5,0,0,0,0,,,,,,,,,
0,5,1,2,128,0,0,128,5,5,0,0,0,0,,,,,,,,,
9,10,2,4,256,0,0,256,10,10,0,10,10,0,,,,,,,,,
9,10,2,4,256,0,0,256,10,10,0,10,10,0,,,,,,,,,
9,10,2,4,256,0,0,256,10,10,0,10,10,0,,,,,,,,,
9,10,2,4,256,0,0,256,10,10,0,10,10,0,,,,,,,,,
9,10,2,4,256,0,0,256,10,10,0,10,10,0,,,,,,,,,
9,10,2,4,256,0,0,256,10,10,0,10,10,0,,,,,,,,,
9,10,2,4,256,0,0,256,10,10,0,10,10,0,,,,,,,,,
9,10,2,4,256,0,0,256,10,10,0,10,10,0,,,,,,,,,
9,10,2,4,256,0,0,256,10,10,0,10,10,0,,,,,,,,,
9,10,2,4,256,0,0,256,10,10,0,10,10,0,,,,,,,,,
1,10,2,4,256,0,0,256,10,10,0,1,1,0,,,,,,,,,
1,10,2,4,256,0,0,256,10,10,0,1,1,0,,,,,,,,,
1,10,2,4,256,0,0,256,10,10,0,1,1,0,,,,,,,,,
1,10,2,4,256,0,0,256,10,10,0,1,1,0,,,,,,,,,
1,10,2,4,256,0,0,256,10,10,0,1,1,0,,,,,,,,,
1,5,1,2,128,0,0,128,5,5,0,1,1,0,,,,,,,,,
2,5,1,2,128,0,0,128,5,5,0,2,2,0,,,,,,,,,
